openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5068120852,Woon Heung Song,1,1,P0006,Shinhan University,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5069603588,Tae Hyoun Um,1,1,P0006,Inje University Ilsan Paik Hospital,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5042388559,Kwang Hur,1,1,P0006,Korean Red Cross,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5015229389,Sang Moo Han,1,1,P0006,Korean Red Cross,KR,yes,1,Annual Report on External Quality Assessment of Blood Bank Tests in Korea (2013),needs_review
A5112583316,Sung‐Hwan Bang,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Performance evaluation of platelet counting of Abbott Alinity hq and Sysmex XN‐9000 automated hematology analyzer compared with international reference method,needs_review
A5027170565,Ji-Hoon Yang,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Comparison of FcRγ-Deficient and CD57+ Natural Killer Cells Between Cord Blood and Adult Blood in the Cytomegalovirus-Endemic Korean Population,needs_review
A5037001108,Jeong Il Choi,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Comparison of FcRγ-Deficient and CD57+ Natural Killer Cells Between Cord Blood and Adult Blood in the Cytomegalovirus-Endemic Korean Population,needs_review
A5059758700,Hoon Kook,1,1,P0006,Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,1,Comparison of FcRγ-Deficient and CD57+ Natural Killer Cells Between Cord Blood and Adult Blood in the Cytomegalovirus-Endemic Korean Population,needs_review
A5008504794,Ho Song Nam,1,1,P0006,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,1,Clinical Characteristics of Autosomal Dominant Giant Platelet Syndromes and Mutation Analysis of MYH9,needs_review
A5034313842,Hyun Yi Kook,1,1,P0006,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,1,Clinical Characteristics of Autosomal Dominant Giant Platelet Syndromes and Mutation Analysis of MYH9,needs_review
A5060847693,Kyoung Won Yoon,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Clinical impact of massive transfusion protocol implementation in non-traumatic patients,needs_review
A5087330394,Dae-Sang Lee,1,1,P0006,Catholic University of Korea; The Catholic University of Korea Uijeongbu St. Mary's Hospital,KR,yes,1,Clinical impact of massive transfusion protocol implementation in non-traumatic patients,needs_review
A5004656972,Eunmi Gil,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Clinical impact of massive transfusion protocol implementation in non-traumatic patients,needs_review
A5046560235,Keesang Yoo,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Clinical impact of massive transfusion protocol implementation in non-traumatic patients,needs_review
A5101883883,Kyoung Jin Choi,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Clinical impact of massive transfusion protocol implementation in non-traumatic patients,needs_review
A5022400022,Chi-Min Park,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Clinical impact of massive transfusion protocol implementation in non-traumatic patients,needs_review
A5101467565,Sangmi Kim,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Correlation between peripheral blood automated hematopoietic progenitor cell counts and flow cytometric CD34 + cell counts differs according to diagnosis in patients undergoing autologous peripheral blood stem cell transplantation,needs_review
A5052737549,You‐Keun Ko,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5054092851,Hye Kyung Park,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5069276664,Ae Kyung Han,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5032725904,Hye Jeong Park,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5061080117,Hae Kyoung Choung,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5040327489,Se Mi Kim,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5023794901,Nam Yong Lee,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Reducing Microbial Contamination in Hematopoietic Stem Cell Products and Quality Improvement Strategy: Retrospective Analysis of 1996-2021 Data,needs_review
A5107873462,Jaejoon Lee,1,1,P0006,Bucheon University; Samsung Medical Center; Soonchunhyang University; Sungkyunkwan University,KR,yes,1,Comparative evaluation of six large language models in transfusion medicine: Addressing language and domain‐specific challenges,needs_review
A5102000546,Min‐Young Park,1,1,P0006,Samsung Medical Center,KR,yes,1,Development of a Multiplex Real-Time PCR Assay for the Rapid Detection of the Asian-Type DEL,needs_review
A5052507338,J. H. Park,1,1,P0006,Kangwon National University; Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Optimization of Natural Killer Cell Expansion with K562-mbIL-18/-21 Feeder Cells and Assurance of Feeder Cell-free Products,needs_review
A5112063862,Jeong Ran Kwon,1,1,P0006,Korea Center for Disease Control and Prevention; Korea Disease Control and Prevention Agency,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5104094232,Hyun Jung Jo,1,1,P0006,Korea Center for Disease Control and Prevention; Korea Disease Control and Prevention Agency,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5090276126,Sae Rom Choi,1,1,P0006,Korea Center for Disease Control and Prevention; Korea Disease Control and Prevention Agency,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5020289190,Kyoungyul Lee,1,1,P0006,Seoul National University Bundang Hospital,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5073511552,Sinyoung Kim,1,1,P0006,Yonsei University,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5052112859,Hyeong Sik Ahn,1,1,P0006,Korea University,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5012784439,Young Sill Choi,1,1,P0006,Korea Center for Disease Control and Prevention; Korea Disease Control and Prevention Agency,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5113677261,Dong Han Lee,1,1,P0006,Korea Center for Disease Control and Prevention; Korea Disease Control and Prevention Agency,KR,yes,1,Serious Adverse Transfusion Reactions Reported in the National Recipient-Triggered Trace Back System in Korea (2006-2014),needs_review
A5042028949,Dowan Kim,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Transfusion Associated Hyperkalemia and Cardiac Arrest in an Infant after Extracorporeal Membrane Oxygenation,needs_review
A5046684530,Kyeong Ryeol Cheon,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Transfusion Associated Hyperkalemia and Cardiac Arrest in an Infant after Extracorporeal Membrane Oxygenation,needs_review
A5022331379,Kyo Seon Lee,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Transfusion Associated Hyperkalemia and Cardiac Arrest in an Infant after Extracorporeal Membrane Oxygenation,needs_review
A5039116491,Hwa Jin Cho,1,1,P0006,Chonnam National University; Chonnam National University Hospital,KR,yes,1,Transfusion Associated Hyperkalemia and Cardiac Arrest in an Infant after Extracorporeal Membrane Oxygenation,needs_review
A5102767302,In Seok Jeong,1,1,P0006,Chonnam National University Hospital,KR,yes,1,Transfusion Associated Hyperkalemia and Cardiac Arrest in an Infant after Extracorporeal Membrane Oxygenation,needs_review
A5056047706,Seung Yeob Lee,1,1,P0006,Chonnam National University; Chonnam National University Hospital,KR,yes,1,The p. R 168 Q mutation is associated with the B w phenotype and a predicted decrease in the stability of the resulting ABO glycosyltransferase,needs_review
A5100730153,Seung Yeon Kim,1,1,P0006,"Daejeon Eulji Medical Center, Eulji University; Eulji University",KR,yes,1,The p. R 168 Q mutation is associated with the B w phenotype and a predicted decrease in the stability of the resulting ABO glycosyltransferase,needs_review
A5100370256,Eun Young Kim,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Application of a portable microscopic cell counter for the counting of residual leukocytes in leukoreduced apheresis platelet concentrates in a hospital blood bank,needs_review
A5006124231,Hwan Tae Lee,1,1,P0006,Gachon University Gil Medical Center,KR,yes,1,Weak D Testing is not Required for D? Patients With C?E? Phenotype,needs_review
A5014984380,Joo Hyun Jun,1,1,P0006,Hallym University Kangnam Sacred Heart Hospital,KR,yes,1,Longer storage of red blood cells does not affect mortality in transfused liver transplant recipients,needs_review
A5109243603,Marc Delpech contributing members of t,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Rare ABO Allele Encoding Glycosyltransferase with Dual Specificity Found in a Cambodian Individual with the A2B Phenotype,needs_review
A5059898150,Hee Bong Shin,1,1,P0006,Bucheon University; Soonchunhyang University,KR,yes,1,Cases of Medical Identity Theft Recognized by Historical ABO Discrepancies,needs_review
A5102013661,Jong‐Hyeon Lee,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Clinical Indications for RHD Genotyping in Koreans,needs_review
A5100744346,Kwang J. Kim,1,1,P0006,Chonnam National University,KR,yes,1,Genetic Relatedness Among Candida tropicalis Isolates From Sporadic Cases of Fungemia in Two University Hospitals in Korea,needs_review
A5103786288,Jin-Sol Lee,1,1,P0006,Chonnam National University,KR,yes,1,Resolution of ABO Discrepancies by ABO Genotyping,needs_review
A5100399420,Ji Young Park,1,1,P0006,Chonnam National University,KR,yes,1,Resolution of ABO Discrepancies by ABO Genotyping,needs_review
A5110216504,Mi-Jeong Jeon,1,1,P0006,Korean Red Cross,KR,yes,1,Resolution of ABO Discrepancies by ABO Genotyping,needs_review
A5053848854,Duk-Hwan Yang,1,1,P0006,Chonnam National University,KR,yes,1,Clinical Significance of CD56 Expression in Patients with Acute Myeloid Leukemia,needs_review
A5091301536,Chun Hee Lee,1,1,P0006,Presbyterian Medical Center,KR,yes,1,Diverse Phenotypes of Cis-AB Blood Group and Transfusion Strategy,needs_review
A5101738862,Jong Eun Park,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Weak D type 33 Found in a Patient with a Weak D Phenotype: The First Case in Korea,needs_review
A5075951845,B.Y. Seo,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Constitutional Chromosomal Abnormality Identified in a Sibling Donor After Bone Marrow Stem Cell Transplantation in a Pediatric Patient with Acute Megakaryoblastic Leukemia,needs_review
A5002137270,Min-Gu Kang,1,1,P0006,Chonnam National University Hwasun Hospital,KR,yes,1,Constitutional Chromosomal Abnormality Identified in a Sibling Donor After Bone Marrow Stem Cell Transplantation in a Pediatric Patient with Acute Megakaryoblastic Leukemia,needs_review
A5085322209,Min-Hee Seo,1,1,P0006,Chonnam National University,KR,yes,1,Transfusion Strategy and Laboratory Update on the DEL Variant,needs_review
A5020960549,Borahm Kim,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Transfusion Strategy and Laboratory Update on the DEL Variant,needs_review
A5110836240,Hee Jeong Youk,1,1,P0006,Asan Medical Center; Ulsan College; University of Ulsan,KR,yes,1,Rh(D) Alloimmunization Risk After Rh(D)-Incompatible Solid Organ Transplantations in Rh(D)-Negative Recipients,needs_review
A5016989210,Won Mok Lee,1,1,P0006,Keimyung University,KR,yes,1,A RhD Negative Patient Failed to Produce Detectable Anti-D after Transfusion of 35 Units of RhD Positive Red Blood Cells,needs_review
A5077380409,Ji Hae Kim,1,1,P0006,Keimyung University,KR,yes,1,A RhD Negative Patient Failed to Produce Detectable Anti-D after Transfusion of 35 Units of RhD Positive Red Blood Cells,needs_review
A5091621636,Jung‐Sook Ha,1,1,P0006,Keimyung University,KR,yes,1,A RhD Negative Patient Failed to Produce Detectable Anti-D after Transfusion of 35 Units of RhD Positive Red Blood Cells,needs_review
A5073571849,Nam Hee Ryoo,1,1,P0006,Keimyung University,KR,yes,1,A RhD Negative Patient Failed to Produce Detectable Anti-D after Transfusion of 35 Units of RhD Positive Red Blood Cells,needs_review
A5086546026,Dong Seok Jeon,1,1,P0006,Keimyung University,KR,yes,1,A RhD Negative Patient Failed to Produce Detectable Anti-D after Transfusion of 35 Units of RhD Positive Red Blood Cells,needs_review
A5112042812,Jae Ryong Kim,1,1,P0006,Keimyung University,KR,yes,1,A RhD Negative Patient Failed to Produce Detectable Anti-D after Transfusion of 35 Units of RhD Positive Red Blood Cells,needs_review
A5007098694,Changhee Ha,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,First Case in Korea of a Patient With Anti-PP1Pk Antibodies: Successful Blood Management via Acute Normovolemic Hemodilution,needs_review
A5100635596,Jong‐Hwan Lee,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,First Case in Korea of a Patient With Anti-PP1Pk Antibodies: Successful Blood Management via Acute Normovolemic Hemodilution,needs_review
A5036338381,In Woong Han,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,First Case in Korea of a Patient With Anti-PP1Pk Antibodies: Successful Blood Management via Acute Normovolemic Hemodilution,needs_review
A5087978214,Mina Hur,1,1,P0006,Konkuk University,KR,yes,1,A variant allele with c. 467C >T and c. 784G >A is not a novel allele but ABO * AW10,needs_review
A5007691666,Chang‐Hun Park,1,1,P0006,Samsung Medical Center; Sungkyunkwan University,KR,yes,1,Marked Increase of Circulating Double-Negative γδ T Cells in a Patient With Hydroa Vacciniforme-Like Lymphoma,needs_review
